timestamp,agv_id,battery_voltage_v,battery_current_a,battery_temp_c,battery_soh,battery_charge_cycles,nav_position_x_m,nav_position_y_m,nav_heading_error_deg,nav_localization_conf,nav_path_deviation_m,drive_motor_current_a,drive_speed_ms,drive_vib_rms_g,drive_encoder_count,mech_bearing_vib_g,mech_bearing_temp_c,mech_brake_resp_ms,mech_wheel_diam_mm,safety_estop_resp_ms,safety_lidar_return_rate,safety_camera_fps,safety_bumper_sens_n
2026-08-13 06:00:00,AGV-002,25.121,4.327,24.1,0.9755,261,36.756,23.009,-0.101,0.9464,0.0062,13.189,1.336,0.1885,105,0.0,44.27,106.5,200.686,34.1,0.9593,29.9,4.62
2026-08-13 06:00:05,AGV-002,24.96,5.595,21.69,0.975,261,37.748,22.628,-0.059,0.9551,0.0206,12.216,1.2,0.1921,187,0.5,41.89,104.4,200.92,24.0,0.9557,30.5,5.55
2026-08-13 06:00:10,AGV-002,24.432,4.563,25.26,0.9745,261,38.691,22.217,-0.026,0.9633,0.0171,12.526,1.114,0.1228,278,0.4561,41.89,95.6,199.653,34.4,0.9533,30.6,4.51
2026-08-13 06:00:15,AGV-002,22.555,1.071,18.72,0.974,261,39.579,21.777,0.584,0.9433,0.0154,9.268,1.177,0.1401,389,0.25482,43.64,112.5,199.943,28.4,0.9876,29.5,4.57
2026-08-13 06:00:20,AGV-002,22.816,3.194,25.68,0.9735,261,40.41,21.31,-1.174,0.9507,0.0,12.438,1.323,0.1228,488,0.46907,46.91,88.3,200.523,28.4,0.9479,31.0,4.81
2026-08-13 06:00:25,AGV-002,23.436,0.051,23.58,0.973,261,41.18,20.819,0.015,0.9281,0.0268,9.684,1.157,0.1464,583,0.30924,48.87,113.3,199.961,28.9,0.9819,30.1,5.4
2026-08-13 06:00:30,AGV-002,21.777,4.226,22.37,0.9725,261,41.887,20.305,-0.04,0.9231,0.0077,9.562,1.295,0.1532,674,0.5,43.84,102.6,200.297,31.0,0.9618,30.1,5.29
2026-08-13 06:00:35,AGV-002,26.066,0.42,23.04,0.972,261,42.526,19.769,-0.686,0.92,0.0206,12.289,1.137,0.1395,780,0.39796,41.97,83.4,200.39,26.7,0.9819,29.2,5.04
2026-08-13 06:00:40,AGV-002,24.792,1.668,23.23,0.9715,261,43.097,19.215,0.336,0.963,0.0119,10.329,1.123,0.0954,898,0.17947,46.44,112.7,199.719,29.1,0.948,29.7,5.31
2026-08-13 06:00:45,AGV-002,24.298,2.868,27.05,0.971,261,43.596,18.644,-0.362,0.9432,0.0161,11.989,1.266,0.1326,1007,0.0,46.52,107.8,200.21,31.6,0.9676,30.5,4.97
2026-08-13 06:00:50,AGV-002,21.67,3.541,32.13,0.9705,261,44.021,18.059,-0.179,0.9126,0.0315,12.208,1.113,0.1711,1101,0.5,45.72,96.6,199.997,30.7,0.9845,30.1,5.13
2026-08-13 06:00:55,AGV-002,22.102,2.482,26.85,0.97,261,44.372,17.462,0.924,0.9487,0.0253,12.275,1.282,0.1437,1197,0.16438,45.83,92.3,199.392,31.1,0.9771,30.1,5.5
2026-08-13 06:01:00,AGV-002,24.293,5.152,22.16,0.9695,261,44.646,16.855,0.505,0.925,0.0313,10.644,1.235,0.1402,1281,0.5,44.66,87.4,199.505,29.0,0.9666,30.1,4.93
2026-08-13 06:01:05,AGV-002,26.665,3.958,25.3,0.969,261,44.842,16.241,0.287,0.9832,0.0233,13.348,1.113,0.1221,1366,0.5,45.29,119.3,199.674,32.1,0.9506,29.3,4.77
2026-08-13 06:01:10,AGV-002,23.427,3.84,25.41,0.9685,261,44.961,15.622,0.19,0.9384,0.024,11.866,1.193,0.1317,1456,0.1752,44.46,92.6,200.464,33.2,0.9568,30.0,5.14
2026-08-13 06:01:15,AGV-002,25.302,1.029,21.22,0.968,261,45.0,15.0,-0.082,0.9636,0.0022,12.662,1.145,0.1923,1551,0.5,48.21,89.9,200.481,33.0,0.9839,30.7,5.22
2026-08-13 06:01:20,AGV-002,23.667,5.422,20.34,0.9675,261,44.961,14.378,1.0,0.9718,0.0168,10.205,1.235,0.1158,1670,0.40526,51.69,102.1,200.375,31.3,0.9665,30.5,5.03
2026-08-13 06:01:25,AGV-002,24.3,1.669,23.48,0.967,261,44.842,13.759,0.401,0.9309,0.0178,11.733,1.389,0.1716,1784,0.38811,45.54,86.9,200.22,32.8,0.9693,29.9,5.3
2026-08-13 06:01:30,AGV-002,25.685,5.479,25.76,0.9665,261,44.646,13.145,-0.375,0.9515,0.0322,13.646,1.163,0.1514,1868,0.26246,44.98,92.1,200.206,32.6,0.9728,30.8,4.94
2026-08-13 06:01:35,AGV-002,23.792,5.906,19.42,0.966,261,44.372,12.538,-0.7,0.9611,0.0149,13.455,1.253,0.1573,1961,0.5,45.77,108.0,200.139,38.0,0.957,29.4,5.04
2026-08-13 06:01:40,AGV-002,23.365,3.642,21.75,0.9655,261,44.021,11.941,0.283,0.9523,0.0226,10.804,1.202,0.128,2043,0.02297,43.03,103.7,200.204,33.7,0.9741,29.5,5.11
2026-08-13 06:01:45,AGV-002,25.89,4.421,25.15,0.965,261,43.596,11.356,-0.028,0.9572,0.0223,11.182,1.202,0.1394,2125,0.18561,47.29,96.9,200.238,29.7,0.9658,30.9,5.09
2026-08-13 06:01:50,AGV-002,24.226,0.0,23.75,0.9645,261,43.097,10.785,-0.714,0.9234,0.0316,10.517,1.183,0.1498,2219,0.0,46.32,100.1,199.298,27.3,0.9729,30.3,5.48
2026-08-13 06:01:55,AGV-002,25.47,2.581,27.36,0.964,261,42.526,10.231,0.214,0.9611,0.0187,11.015,1.114,0.1344,2337,0.5,43.74,96.5,199.605,29.2,0.9642,29.9,5.11
2026-08-13 06:02:00,AGV-002,23.322,4.526,19.94,0.9635,261,41.887,9.695,-0.135,0.9403,0.0283,9.901,1.234,0.1599,2424,0.07757,47.71,99.5,199.486,29.0,0.9543,30.0,4.91
2026-08-13 06:02:05,AGV-002,25.823,4.26,29.82,0.963,261,41.18,9.181,0.265,0.957,0.003,11.793,1.171,0.1637,2531,0.12425,45.06,93.9,200.554,31.5,0.9657,29.6,5.16
2026-08-13 06:02:10,AGV-002,24.449,1.044,19.61,0.9625,261,40.41,8.69,0.221,0.9684,0.0039,12.95,1.11,0.2152,2626,0.10472,42.09,95.4,200.827,27.9,0.9764,30.1,5.3
2026-08-13 06:02:15,AGV-002,24.63,2.433,18.32,0.962,261,39.579,8.223,-0.304,0.9634,0.0,10.822,1.301,0.1583,2727,0.34608,46.05,95.1,198.915,33.6,0.9739,30.1,5.23
