timestamp,agv_id,battery_voltage_v,battery_current_a,battery_temp_c,battery_soh,battery_charge_cycles,nav_position_x_m,nav_position_y_m,nav_heading_error_deg,nav_localization_conf,nav_path_deviation_m,drive_motor_current_a,drive_speed_ms,drive_vib_rms_g,drive_encoder_count,mech_bearing_vib_g,mech_bearing_temp_c,mech_brake_resp_ms,mech_wheel_diam_mm,safety_estop_resp_ms,safety_lidar_return_rate,safety_camera_fps,safety_bumper_sens_n
2026-08-13 06:00:00,AGV-006,24.09,1.667,26.01,0.9675,341,25.0,5.1,0.423,0.9713,0.0155,11.427,1.291,0.1584,92,0.0,43.31,89.7,200.711,27.7,0.9649,29.2,4.86
2026-08-13 06:00:05,AGV-006,25.56,2.42,26.15,0.9675,341,23.744,5.12,-0.202,0.9153,0.0042,10.968,1.326,0.1154,186,0.5,45.84,100.5,199.734,28.5,0.9511,30.1,5.13
2026-08-13 06:00:10,AGV-006,26.305,4.055,27.19,0.9675,341,22.493,5.178,0.171,0.9539,0.0237,12.863,1.135,0.1223,274,0.0,43.17,115.1,199.416,27.2,0.9801,29.9,4.82
2026-08-13 06:00:15,AGV-006,26.057,1.27,22.73,0.9675,341,21.252,5.275,-0.402,0.9608,0.02,11.093,1.184,0.1223,390,0.0,42.71,94.7,199.327,31.3,0.9681,30.2,5.28
2026-08-13 06:00:20,AGV-006,22.548,4.646,26.12,0.9675,341,20.026,5.411,-0.281,0.9589,0.0136,12.717,1.311,0.1614,496,0.0,50.12,96.1,200.202,28.6,0.9678,29.2,4.97
2026-08-13 06:00:25,AGV-006,23.304,2.498,29.54,0.9675,341,18.82,5.585,0.066,0.9456,0.0299,10.209,1.251,0.1452,608,0.0,44.9,104.7,200.294,30.0,0.9624,30.9,5.62
2026-08-13 06:00:30,AGV-006,25.247,4.086,23.58,0.9675,341,17.638,5.795,-0.442,0.9381,0.0148,12.339,1.303,0.1789,723,0.0,45.34,92.8,200.205,30.9,0.9819,30.0,4.96
2026-08-13 06:00:35,AGV-006,26.03,2.579,20.18,0.9675,341,16.484,6.042,-0.117,0.9652,0.0348,11.236,1.317,0.2064,803,0.0,47.53,105.7,200.248,25.9,0.9703,28.5,5.28
2026-08-13 06:00:40,AGV-006,23.271,2.087,22.08,0.9675,341,15.365,6.325,-0.551,0.9567,0.0173,10.985,1.255,0.1581,891,0.13899,47.63,85.6,199.716,31.8,0.9681,30.1,4.81
2026-08-13 06:00:45,AGV-006,24.67,1.842,24.87,0.9675,341,14.283,6.641,0.326,0.9121,0.0105,10.768,1.214,0.1347,980,0.5,43.9,80.6,199.005,30.6,0.9705,29.8,4.91
2026-08-13 06:00:50,AGV-006,23.07,5.472,19.29,0.9675,341,13.244,6.991,0.817,0.9456,0.0108,13.529,1.133,0.161,1096,0.34525,48.14,102.5,199.751,30.6,0.9713,29.4,4.99
2026-08-13 06:00:55,AGV-006,24.783,2.43,21.65,0.9675,341,12.252,7.372,1.098,0.9511,0.0209,11.695,1.176,0.1231,1197,0.42552,43.65,92.2,200.827,29.6,0.9679,30.6,5.11
2026-08-13 06:01:00,AGV-006,23.664,7.494,22.78,0.9675,341,11.309,7.783,-0.517,0.9281,0.0093,11.965,1.182,0.1481,1284,0.5,48.05,95.5,200.132,29.2,0.9819,30.5,4.78
2026-08-13 06:01:05,AGV-006,24.67,3.101,23.93,0.9675,341,10.421,8.223,-0.429,0.9451,0.0214,12.901,1.32,0.2239,1391,0.0,41.3,107.0,200.212,30.2,0.9818,30.2,4.83
2026-08-13 06:01:10,AGV-006,22.973,1.597,28.36,0.9675,341,9.59,8.69,-0.025,0.9598,0.016,13.991,1.218,0.1439,1485,0.48305,44.08,105.0,200.452,30.3,0.9702,30.0,5.03
2026-08-13 06:01:15,AGV-006,22.459,0.495,25.45,0.9675,341,8.82,9.181,0.411,0.9335,0.0158,10.916,1.219,0.1591,1588,0.45109,45.67,90.2,199.58,26.5,0.9615,30.3,5.12
2026-08-13 06:01:20,AGV-006,28.217,4.722,20.72,0.9675,341,8.113,9.695,-0.046,0.9547,0.0196,12.652,1.101,0.1452,1705,0.5,46.08,104.2,200.112,34.7,0.9726,29.2,4.99
2026-08-13 06:01:25,AGV-006,24.531,2.583,33.79,0.9675,341,7.474,10.231,0.539,0.9302,0.03,10.976,1.32,0.1377,1795,0.0,42.47,97.6,200.256,27.9,0.9633,30.1,4.95
2026-08-13 06:01:30,AGV-006,27.044,4.107,23.6,0.9675,341,6.903,10.785,0.323,0.9253,0.0146,12.048,1.123,0.1644,1912,0.08096,40.05,103.3,199.534,30.2,0.9836,30.6,4.6
2026-08-13 06:01:35,AGV-006,26.283,6.357,19.24,0.9675,341,6.404,11.356,-0.827,0.9623,0.0218,13.978,1.172,0.1119,2021,0.0,46.38,99.8,200.182,33.5,0.985,30.5,5.15
2026-08-13 06:01:40,AGV-006,22.457,3.876,20.92,0.9675,341,5.979,11.941,0.085,0.9735,0.0244,8.882,1.331,0.145,2101,0.0,44.38,88.0,200.648,29.0,0.9765,29.5,5.25
2026-08-13 06:01:45,AGV-006,24.887,3.379,20.94,0.9675,341,5.628,12.538,-0.563,0.9263,0.0079,11.037,1.289,0.1093,2196,0.5,43.83,94.3,199.8,30.7,0.9577,30.1,5.29
2026-08-13 06:01:50,AGV-006,22.872,4.713,20.11,0.9675,341,5.354,13.145,-0.226,0.9691,0.0252,12.094,1.115,0.1963,2310,0.08427,49.96,80.7,199.139,23.4,0.9646,29.4,5.05
2026-08-13 06:01:55,AGV-006,24.087,4.079,24.99,0.9675,341,5.158,13.759,-0.149,0.9497,0.0282,13.032,1.092,0.1796,2424,0.5,44.12,101.5,200.086,24.1,0.9673,30.1,4.82
2026-08-13 06:02:00,AGV-006,22.154,0.979,16.65,0.9675,341,5.039,14.378,0.427,0.9057,0.0297,14.311,1.18,0.127,2531,0.5,43.45,103.2,199.672,29.9,0.9609,29.6,4.9
2026-08-13 06:02:05,AGV-006,22.532,4.872,26.22,0.9675,341,5.0,15.0,0.042,0.9213,0.0089,9.955,1.142,0.0943,2638,0.0,39.6,94.4,200.091,30.6,0.9663,29.6,5.05
2026-08-13 06:02:10,AGV-006,23.407,2.804,25.78,0.9675,341,5.039,15.622,-0.176,0.9622,0.0096,14.644,1.053,0.1647,2752,0.10131,41.75,99.1,199.579,33.3,0.9716,30.2,4.99
2026-08-13 06:02:15,AGV-006,23.783,5.185,22.45,0.9675,341,5.158,16.241,1.104,0.9175,0.0195,13.322,1.125,0.1487,2837,0.34506,47.63,92.2,200.03,32.4,0.9746,29.6,4.75
2026-08-13 06:02:20,AGV-006,24.494,3.634,26.05,0.9675,341,5.354,16.855,-0.39,0.9376,0.0189,12.2,0.925,0.2173,2935,0.48463,42.82,110.1,200.614,25.2,0.9822,29.6,4.5
2026-08-13 06:02:25,AGV-006,23.186,4.66,20.78,0.9675,341,5.628,17.462,0.2,0.9484,0.0202,10.378,1.29,0.1921,3029,0.45767,46.89,89.7,199.986,33.8,0.9691,30.2,4.83
2026-08-13 06:02:30,AGV-006,24.629,2.536,21.44,0.9675,341,5.979,18.059,0.39,0.959,0.0164,11.743,1.284,0.1691,3148,0.5,41.12,97.5,199.175,26.4,0.9663,29.3,4.92
2026-08-13 06:02:35,AGV-006,25.829,0.597,25.09,0.9675,341,6.404,18.644,0.14,0.9537,0.0219,14.159,1.341,0.1342,3258,0.5,42.39,89.6,200.188,32.6,0.9564,29.8,5.09
2026-08-13 06:02:40,AGV-006,24.78,3.719,23.1,0.9675,341,6.903,19.215,-0.393,0.9814,0.0,12.681,1.235,0.1422,3367,0.5,42.32,101.9,200.01,28.6,0.9728,29.2,4.88
2026-08-13 06:02:45,AGV-006,24.365,4.338,22.01,0.9675,341,7.474,19.769,-0.419,0.9337,0.0266,12.39,1.155,0.1591,3450,0.5,46.43,108.3,200.107,38.1,0.9648,29.3,4.92
2026-08-13 06:02:50,AGV-006,24.863,2.038,23.35,0.9675,341,8.113,20.305,0.366,0.952,0.0347,11.224,1.302,0.1607,3560,0.5,44.36,83.4,200.487,28.2,0.9672,30.6,5.03
2026-08-13 06:02:55,AGV-006,22.701,2.568,27.11,0.9675,341,8.82,20.819,0.578,0.9591,0.0145,13.803,1.13,0.1288,3673,0.06055,41.67,105.2,199.737,29.8,0.9637,29.8,5.47
2026-08-13 06:03:00,AGV-006,25.605,0.0,27.0,0.9675,341,9.59,21.31,0.029,0.9642,0.022,12.497,1.067,0.1091,3770,0.0,47.14,113.1,199.856,30.5,0.9639,29.6,4.95
2026-08-13 06:03:05,AGV-006,22.99,2.64,24.76,0.9675,341,10.421,21.777,-0.603,0.971,0.0368,12.387,1.185,0.2078,3884,0.06737,46.48,101.0,199.485,29.3,0.9765,30.4,4.54
