timestamp,agv_id,battery_voltage_v,battery_current_a,battery_temp_c,battery_soh,battery_charge_cycles,nav_position_x_m,nav_position_y_m,nav_heading_error_deg,nav_localization_conf,nav_path_deviation_m,drive_motor_current_a,drive_speed_ms,drive_vib_rms_g,drive_encoder_count,mech_bearing_vib_g,mech_bearing_temp_c,mech_brake_resp_ms,mech_wheel_diam_mm,safety_estop_resp_ms,safety_lidar_return_rate,safety_camera_fps,safety_bumper_sens_n
2026-08-13 06:00:00,AGV-009,24.504,3.396,25.16,0.9603,383,5.979,18.059,-0.249,0.9447,0.0302,12.034,1.127,0.1726,100,0.0,42.4,102.5,200.86,27.5,0.9537,30.1,4.93
2026-08-13 06:00:05,AGV-009,23.785,1.559,21.17,0.9603,383,6.404,18.644,-0.459,0.9235,0.0327,15.369,1.248,0.1718,182,0.43497,48.56,90.7,200.005,25.7,0.9751,30.6,5.27
2026-08-13 06:00:10,AGV-009,23.524,2.193,28.0,0.9603,383,6.903,19.215,-0.101,0.95,0.0162,12.29,1.099,0.1371,277,0.5,47.65,99.3,199.419,29.0,0.9704,30.8,4.31
2026-08-13 06:00:15,AGV-009,24.214,2.595,18.67,0.9603,383,7.474,19.769,0.391,0.9385,0.012,13.612,1.201,0.1049,377,0.35966,43.84,111.9,201.042,33.2,0.9701,29.7,4.38
2026-08-13 06:00:20,AGV-009,22.872,4.375,25.43,0.9603,383,8.113,20.305,-0.669,0.9155,0.0208,11.503,1.029,0.1263,481,0.0,45.0,88.7,200.176,29.9,0.9569,29.6,4.64
2026-08-13 06:00:25,AGV-009,23.908,5.566,25.78,0.9603,383,8.82,20.819,-0.207,0.9439,0.023,10.963,1.202,0.2158,599,0.5,46.01,86.2,199.981,34.2,0.9781,29.9,4.74
2026-08-13 06:00:30,AGV-009,24.056,1.508,21.32,0.9603,383,9.59,21.31,1.085,0.9795,0.0137,9.57,1.2,0.1429,712,0.10272,47.01,93.3,200.759,31.0,0.965,29.5,4.98
2026-08-13 06:00:35,AGV-009,25.708,3.955,24.42,0.9603,383,10.421,21.777,-0.897,0.9426,0.0259,12.78,1.272,0.198,800,0.5,49.09,109.2,200.154,28.3,0.9789,30.6,4.58
2026-08-13 06:00:40,AGV-009,25.254,3.201,21.33,0.9603,383,11.309,22.217,-0.558,0.9717,0.0341,10.697,1.152,0.1662,891,0.07672,45.99,83.6,199.959,28.0,0.9634,30.2,5.12
2026-08-13 06:00:45,AGV-009,26.896,2.121,24.36,0.9603,383,12.252,22.628,0.151,0.9644,0.029,10.534,1.228,0.1491,1010,0.0,44.75,101.0,199.2,34.7,0.9733,30.0,5.64
2026-08-13 06:00:50,AGV-009,22.406,1.434,23.0,0.9603,383,13.244,23.009,-0.802,0.9973,0.0205,9.636,1.16,0.1229,1115,0.34162,46.61,104.0,198.854,32.3,0.9625,30.6,4.8
