timestamp,agv_id,battery_voltage_v,battery_current_a,battery_temp_c,battery_soh,battery_charge_cycles,nav_position_x_m,nav_position_y_m,nav_heading_error_deg,nav_localization_conf,nav_path_deviation_m,drive_motor_current_a,drive_speed_ms,drive_vib_rms_g,drive_encoder_count,mech_bearing_vib_g,mech_bearing_temp_c,mech_brake_resp_ms,mech_wheel_diam_mm,safety_estop_resp_ms,safety_lidar_return_rate,safety_camera_fps,safety_bumper_sens_n
2026-08-13 06:00:00,AGV-010,25.476,4.938,24.34,0.9311,180,13.244,23.009,0.442,0.9314,0.0241,12.332,1.141,0.132,107,0.5,43.15,98.7,201.27,28.5,0.9689,30.7,5.31
2026-08-13 06:00:05,AGV-010,23.083,2.571,21.12,0.9311,180,14.283,23.359,-0.4,0.9408,0.0195,11.96,1.195,0.2193,223,0.0,43.67,108.3,200.227,27.2,0.9696,30.5,4.38
2026-08-13 06:00:10,AGV-010,23.577,1.247,28.11,0.9311,180,15.365,23.675,0.348,0.9653,0.0226,13.357,1.265,0.1756,337,0.36142,43.44,98.2,200.379,33.1,0.9739,30.2,4.77
2026-08-13 06:00:15,AGV-010,24.432,4.503,26.91,0.9311,180,16.484,23.958,0.582,0.951,0.0231,12.631,1.342,0.1402,433,0.41467,41.86,98.6,200.305,30.2,0.9727,30.4,4.99
2026-08-13 06:00:20,AGV-010,22.227,2.963,25.06,0.9311,180,17.638,24.205,0.557,0.9816,0.0176,11.195,1.354,0.1532,522,0.22771,44.94,101.6,199.94,31.1,0.9847,29.5,4.65
2026-08-13 06:00:25,AGV-010,23.722,1.114,25.58,0.9311,180,18.82,24.415,0.185,0.9306,0.0192,11.155,1.135,0.1242,605,0.5,47.6,97.1,199.5,31.1,0.9818,30.3,4.93
2026-08-13 06:00:30,AGV-010,23.619,0.406,20.67,0.9311,180,20.026,24.589,-0.045,0.9308,0.0233,12.656,1.125,0.1768,723,0.5,43.99,96.3,199.89,29.4,0.9743,29.5,5.06
2026-08-13 06:00:35,AGV-010,24.09,3.496,22.11,0.9311,180,21.252,24.725,-0.676,0.9463,0.0227,9.306,1.062,0.0454,840,0.40507,42.6,100.2,199.521,29.0,0.9673,30.3,5.47
2026-08-13 06:00:40,AGV-010,24.129,2.832,22.4,0.9311,180,22.493,24.822,0.6,0.9396,0.0,10.311,1.282,0.1284,959,0.5,50.85,107.7,199.239,26.8,0.9836,30.9,5.22
2026-08-13 06:00:45,AGV-010,23.843,3.182,19.92,0.9311,180,23.744,24.88,-0.725,0.9343,0.0193,11.724,1.218,0.1133,1071,0.03022,43.83,100.7,201.043,33.6,0.9869,30.5,5.22
2026-08-13 06:00:50,AGV-010,24.208,3.224,22.65,0.9311,180,25.0,24.9,-0.077,0.952,0.028,11.803,1.342,0.1719,1160,0.12711,47.19,99.7,200.406,31.2,0.9547,30.5,5.02
2026-08-13 06:00:55,AGV-010,26.196,2.659,29.61,0.9311,180,26.256,24.88,0.548,0.9527,0.0128,13.486,1.218,0.1445,1270,0.14695,45.01,101.6,200.05,35.4,0.9693,29.5,4.48
2026-08-13 06:01:00,AGV-010,27.274,3.443,23.93,0.9311,180,27.507,24.822,-0.495,0.9251,0.0246,9.879,1.144,0.0919,1387,0.5,48.23,112.7,200.033,33.1,0.9683,30.0,4.78
2026-08-13 06:01:05,AGV-010,25.031,3.955,27.66,0.9311,180,28.748,24.725,0.0,0.9384,0.0302,11.331,1.195,0.1406,1498,0.47128,44.85,92.1,200.304,36.8,0.9605,30.2,4.51
