timestamp,agv_id,battery_voltage_v,battery_current_a,battery_temp_c,battery_soh,battery_charge_cycles,nav_position_x_m,nav_position_y_m,nav_heading_error_deg,nav_localization_conf,nav_path_deviation_m,drive_motor_current_a,drive_speed_ms,drive_vib_rms_g,drive_encoder_count,mech_bearing_vib_g,mech_bearing_temp_c,mech_brake_resp_ms,mech_wheel_diam_mm,safety_estop_resp_ms,safety_lidar_return_rate,safety_camera_fps,safety_bumper_sens_n
2026-08-13 06:00:00,AGV-008,23.274,4.471,30.31,0.8921,391,5.979,11.941,-0.291,0.9545,0.0097,14.63,1.276,0.1122,96,0.06835,49.39,92.8,200.055,31.1,0.9795,30.1,5.43
2026-08-13 06:00:05,AGV-008,22.79,5.092,31.08,0.8921,391,5.628,12.538,-0.472,0.9614,0.0273,9.951,1.285,0.1581,185,0.11168,44.35,102.4,199.85,34.4,0.9788,30.4,4.91
2026-08-13 06:00:10,AGV-008,22.586,2.207,23.2,0.8921,391,5.354,13.145,0.8,0.9079,0.0303,12.82,1.192,0.0954,281,0.5,42.33,106.2,200.24,29.6,0.9678,29.4,4.57
2026-08-13 06:00:15,AGV-008,24.388,2.633,24.87,0.8921,391,5.158,13.759,0.427,0.9794,0.0259,9.713,1.215,0.1593,366,0.24185,47.25,92.3,200.278,32.8,0.9585,30.0,5.11
2026-08-13 06:00:20,AGV-008,24.363,0.206,26.3,0.8921,391,5.039,14.378,-0.478,0.9547,0.0265,14.472,1.042,0.1764,448,0.5,42.66,102.0,200.279,22.9,0.978,29.5,4.63
2026-08-13 06:00:25,AGV-008,24.306,3.089,27.07,0.8921,391,5.0,15.0,-0.345,0.9611,0.004,11.975,1.161,0.145,541,0.12785,42.72,79.0,200.309,29.6,0.9547,30.2,5.2
2026-08-13 06:00:30,AGV-008,25.928,1.915,25.45,0.8921,391,5.039,15.622,-0.527,0.9574,0.0255,15.779,0.95,0.1667,654,0.0,48.57,88.1,198.875,29.1,0.9661,30.8,4.88
2026-08-13 06:00:35,AGV-008,24.815,1.702,26.68,0.8921,391,5.158,16.241,0.338,0.9374,0.0255,11.045,1.281,0.1574,750,0.5,47.22,110.1,200.452,28.4,0.9636,30.2,4.91
2026-08-13 06:00:40,AGV-008,24.447,4.259,24.86,0.8921,391,5.354,16.855,0.288,0.9604,0.0369,11.235,1.423,0.1087,838,0.0529,45.55,92.9,199.518,32.2,0.9757,29.6,4.18
2026-08-13 06:00:45,AGV-008,26.087,2.639,22.13,0.8921,391,5.628,17.462,-0.005,0.9515,0.0368,12.599,1.147,0.1146,927,0.44641,43.34,95.8,200.56,29.6,0.9723,30.5,5.32
2026-08-13 06:00:50,AGV-008,25.633,4.11,26.66,0.8921,391,5.979,18.059,-0.216,0.9513,0.0229,13.356,1.223,0.1391,1034,0.40366,45.7,93.5,199.32,29.5,0.9636,29.7,4.65
2026-08-13 06:00:55,AGV-008,23.559,2.711,24.14,0.8921,391,6.404,18.644,0.223,0.9599,0.0098,13.217,1.242,0.1455,1136,0.39751,46.74,86.1,200.791,27.6,0.9658,30.2,4.78
2026-08-13 06:01:00,AGV-008,25.462,3.695,24.66,0.8921,391,6.903,19.215,1.543,0.9479,0.0137,13.461,1.086,0.1265,1234,0.5,45.77,91.7,198.908,28.8,0.9896,29.6,5.06
2026-08-13 06:01:05,AGV-008,26.604,0.904,20.23,0.8921,391,7.474,19.769,0.079,0.9228,0.0445,11.661,1.187,0.1134,1328,0.42501,48.64,100.0,200.162,24.0,0.9622,29.3,4.96
2026-08-13 06:01:10,AGV-008,26.609,1.393,21.76,0.8921,391,8.113,20.305,0.859,0.9464,0.0304,13.478,1.247,0.0643,1445,0.36975,42.0,96.9,199.817,29.1,0.9682,29.6,5.69
2026-08-13 06:01:15,AGV-008,25.635,3.553,22.77,0.8921,391,8.82,20.819,0.153,0.9825,0.0176,15.335,1.217,0.2002,1530,0.17225,44.23,108.6,200.232,25.8,0.9758,28.6,4.48
2026-08-13 06:01:20,AGV-008,24.919,5.412,25.17,0.8921,391,9.59,21.31,0.803,0.9389,0.0196,13.202,1.206,0.2011,1640,0.5,46.67,95.1,200.863,34.6,0.9707,29.5,4.89
2026-08-13 06:01:25,AGV-008,24.8,3.573,28.5,0.8921,391,10.421,21.777,0.636,0.9519,0.0359,10.773,1.17,0.1247,1759,0.5,43.28,99.9,200.118,32.2,0.9761,31.1,5.24
2026-08-13 06:01:30,AGV-008,26.22,2.896,25.83,0.8921,391,11.309,22.217,0.334,0.9667,0.0356,12.64,1.118,0.1068,1871,0.15281,47.86,95.6,200.47,32.7,0.981,28.6,4.87
2026-08-13 06:01:35,AGV-008,22.819,5.127,23.3,0.8921,391,12.252,22.628,0.686,0.9924,0.0518,9.063,1.268,0.1936,1972,0.5,49.03,107.5,200.767,26.0,0.9844,29.2,5.0
2026-08-13 06:01:40,AGV-008,25.989,2.546,21.19,0.8921,391,13.244,23.009,0.981,0.9449,0.0352,13.054,1.376,0.0864,2076,0.23476,45.18,88.5,199.69,32.5,0.9705,30.9,5.78
2026-08-13 06:01:45,AGV-008,24.606,1.678,27.06,0.8921,391,14.283,23.359,0.432,0.9255,0.0407,9.499,0.999,0.1808,2190,0.5,46.15,103.8,200.181,28.0,0.9741,29.5,5.02
2026-08-13 06:01:50,AGV-008,23.324,2.883,24.62,0.8921,391,15.365,23.675,0.323,0.9635,0.0372,13.077,0.985,0.1691,2275,0.0,44.37,103.2,200.684,30.8,0.9721,29.8,5.42
2026-08-13 06:01:55,AGV-008,23.009,3.432,15.38,0.8921,391,16.484,23.958,0.763,0.9338,0.0466,11.94,1.079,0.1395,2387,0.5,44.12,93.4,200.176,29.4,0.961,30.0,5.19
2026-08-13 06:02:00,AGV-008,22.372,0.974,26.52,0.8921,391,17.638,24.205,1.261,0.9559,0.0568,13.507,1.156,0.1918,2473,0.02098,48.85,99.2,199.707,25.9,0.972,29.2,5.22
