timestamp,agv_id,battery_voltage_v,battery_current_a,battery_temp_c,battery_soh,battery_charge_cycles,nav_position_x_m,nav_position_y_m,nav_heading_error_deg,nav_localization_conf,nav_path_deviation_m,drive_motor_current_a,drive_speed_ms,drive_vib_rms_g,drive_encoder_count,mech_bearing_vib_g,mech_bearing_temp_c,mech_brake_resp_ms,mech_wheel_diam_mm,safety_estop_resp_ms,safety_lidar_return_rate,safety_camera_fps,safety_bumper_sens_n
2026-08-13 06:00:00,AGV-001,24.818,2.784,27.22,0.9785,103,25.0,24.9,0.663,0.9587,0.0301,14.949,1.264,0.1582,115,0.30008,44.44,109.1,199.735,27.0,0.9671,30.3,5.06
2026-08-13 06:00:05,AGV-001,23.182,1.779,25.99,0.9785,103,26.256,24.88,0.165,0.955,0.0248,9.678,1.081,0.2172,203,0.20726,47.55,106.1,200.568,25.9,0.981,29.7,4.65
2026-08-13 06:00:10,AGV-001,25.36,2.251,21.76,0.9785,103,27.507,24.822,-0.106,0.9219,0.0322,11.602,1.216,0.1929,311,0.27335,42.9,109.1,199.983,34.4,0.9606,30.3,4.7
2026-08-13 06:00:15,AGV-001,25.591,3.824,19.7,0.9785,103,28.748,24.725,0.249,0.9725,0.0292,11.306,1.365,0.1408,395,0.27633,47.37,104.7,199.758,27.7,0.9742,29.0,5.12
2026-08-13 06:00:20,AGV-001,22.073,2.878,15.87,0.9785,103,29.974,24.589,-1.054,0.9481,0.0352,9.039,1.182,0.1405,479,0.28733,47.47,105.2,200.613,34.4,0.9466,30.2,5.44
2026-08-13 06:00:25,AGV-001,22.863,3.383,22.22,0.9785,103,31.18,24.415,-0.022,0.9278,0.0236,13.59,1.245,0.1641,597,0.24169,48.16,104.2,200.776,31.6,0.9588,28.8,5.05
2026-08-13 06:00:30,AGV-001,24.603,3.878,30.0,0.9785,103,32.362,24.205,0.999,0.9738,0.0291,11.594,1.255,0.1249,683,0.42508,45.42,106.9,200.628,31.0,0.9747,29.9,4.88
2026-08-13 06:00:35,AGV-001,24.062,2.311,24.79,0.9785,103,33.516,23.958,0.066,0.9625,0.0169,13.109,1.096,0.185,797,0.5,54.72,85.4,199.573,29.1,0.9569,30.4,5.07
2026-08-13 06:00:40,AGV-001,24.427,4.007,22.18,0.9785,103,34.635,23.675,0.034,0.9247,0.014,15.54,1.251,0.1608,894,0.0,48.16,88.0,199.752,32.0,0.9743,30.3,4.66
2026-08-13 06:00:45,AGV-001,23.409,3.441,24.87,0.9785,103,35.717,23.359,0.274,0.9855,0.0371,11.47,1.061,0.1577,986,0.0,45.97,94.1,200.907,30.0,0.9791,29.4,5.39
2026-08-13 06:00:50,AGV-001,25.517,1.021,19.55,0.9785,103,36.756,23.009,0.448,0.9632,0.0222,11.368,1.137,0.1706,1068,0.0,42.37,99.0,200.121,28.9,0.965,29.4,5.06
2026-08-13 06:00:55,AGV-001,25.393,5.037,22.87,0.9785,103,37.748,22.628,-0.999,0.9498,0.028,12.178,1.308,0.2017,1175,0.5,44.71,103.1,199.866,32.1,0.9603,29.7,4.8
2026-08-13 06:01:00,AGV-001,24.527,2.122,23.91,0.9785,103,38.691,22.217,-0.841,0.9818,0.0212,13.481,1.236,0.1551,1283,0.4242,49.28,102.6,200.359,29.6,0.9653,30.1,4.95
2026-08-13 06:01:05,AGV-001,25.819,0.39,23.42,0.9785,103,39.579,21.777,0.105,0.9532,0.0141,11.15,1.17,0.1466,1381,0.5,50.13,108.9,200.504,27.6,0.9603,29.0,4.84
2026-08-13 06:01:10,AGV-001,25.016,1.306,25.72,0.9785,103,40.41,21.31,-0.357,0.9494,0.0201,11.054,1.245,0.1953,1493,0.0,49.43,109.2,199.714,31.8,0.969,30.0,5.39
2026-08-13 06:01:15,AGV-001,23.401,1.342,24.55,0.9785,103,41.18,20.819,0.656,0.9368,0.0344,13.586,1.194,0.179,1585,0.5,47.36,93.0,200.11,29.8,0.971,30.2,4.94
2026-08-13 06:01:20,AGV-001,24.896,2.951,25.4,0.9785,103,41.887,20.305,-0.158,0.9616,0.0256,12.568,1.201,0.1404,1687,0.06645,41.23,101.9,200.463,31.5,0.9669,29.9,5.05
2026-08-13 06:01:25,AGV-001,23.28,2.462,21.84,0.9785,103,42.526,19.769,-0.967,0.9595,0.0029,8.933,1.266,0.1502,1778,0.39001,46.46,93.2,199.42,28.6,0.9867,30.3,5.17
2026-08-13 06:01:30,AGV-001,25.516,2.368,26.0,0.9785,103,43.097,19.215,-0.634,0.9503,0.0178,10.162,1.127,0.1559,1881,0.5,41.28,98.5,200.006,26.4,0.9628,30.1,4.78
2026-08-13 06:01:35,AGV-001,24.386,3.803,27.92,0.9785,103,43.596,18.644,-1.375,0.9342,0.0378,14.252,1.204,0.1609,1966,0.0,40.54,102.6,199.443,35.2,0.9839,29.7,5.06
2026-08-13 06:01:40,AGV-001,24.222,3.383,21.1,0.9785,103,44.021,18.059,-0.117,0.9526,0.0179,12.603,1.169,0.1093,2065,0.09248,45.72,72.7,199.508,34.6,0.9596,29.0,5.08
2026-08-13 06:01:45,AGV-001,23.618,3.347,21.32,0.9785,103,44.372,17.462,-0.094,0.9486,0.002,10.857,1.041,0.1037,2166,0.39457,46.57,119.3,199.718,32.7,0.9707,30.1,4.53
2026-08-13 06:01:50,AGV-001,25.935,3.488,27.15,0.9785,103,44.646,16.855,-0.212,0.9233,0.0389,11.744,1.108,0.1234,2268,0.5,47.71,104.5,200.239,28.8,0.9818,29.5,5.08
2026-08-13 06:01:55,AGV-001,24.259,3.797,23.14,0.9785,103,44.842,16.241,0.539,0.9206,0.0268,12.02,1.357,0.1211,2365,0.44535,46.49,95.2,199.839,29.1,0.9813,29.7,4.99
2026-08-13 06:02:00,AGV-001,23.926,0.0,27.33,0.9785,103,44.961,15.622,0.599,0.9613,0.0193,13.104,1.238,0.1307,2470,0.5,46.59,115.4,199.676,34.1,0.9658,30.2,5.04
2026-08-13 06:02:05,AGV-001,24.019,2.326,22.48,0.9785,103,45.0,15.0,-0.085,0.898,0.0163,9.963,1.068,0.169,2570,0.5,42.05,97.2,200.026,28.9,0.9756,30.7,5.01
2026-08-13 06:02:10,AGV-001,25.095,0.0,27.46,0.9785,103,44.961,14.378,-1.067,0.9541,0.0308,10.739,1.046,0.1449,2661,0.4732,44.69,101.1,199.427,28.1,0.9742,30.0,5.08
2026-08-13 06:02:15,AGV-001,24.892,2.927,23.99,0.9785,103,44.842,13.759,0.309,0.9404,0.0146,12.409,1.189,0.1559,2749,0.0,40.48,96.1,200.214,35.6,0.9646,30.3,5.4
2026-08-13 06:02:20,AGV-001,24.949,2.866,24.32,0.9785,103,44.646,13.145,0.278,0.9762,0.0315,11.85,1.356,0.1133,2854,0.5,38.99,113.2,200.566,29.9,0.9762,29.3,4.65
2026-08-13 06:02:25,AGV-001,24.971,4.441,27.75,0.9785,103,44.372,12.538,0.155,0.9401,0.0254,12.858,1.181,0.1362,2971,0.0,47.22,99.2,199.96,35.3,0.9886,30.1,4.9
2026-08-13 06:02:30,AGV-001,27.053,4.655,22.7,0.9785,103,44.021,11.941,0.491,0.9632,0.0224,10.156,1.331,0.1676,3081,0.5,42.74,101.2,199.899,25.8,0.9747,30.0,5.2
2026-08-13 06:02:35,AGV-001,23.952,3.177,21.18,0.9785,103,43.596,11.356,-0.582,0.9421,0.0215,12.536,1.235,0.1678,3186,0.40325,47.62,109.6,200.187,31.6,0.9757,30.6,5.14
2026-08-13 06:02:40,AGV-001,23.824,2.123,22.47,0.9785,103,43.097,10.785,1.004,0.9523,0.0183,13.637,1.247,0.1283,3302,0.0,48.33,104.7,198.986,36.2,0.9767,29.7,5.14
2026-08-13 06:02:45,AGV-001,23.457,3.601,24.83,0.9785,103,42.526,10.231,-0.48,0.9647,0.0305,12.73,1.066,0.1548,3417,0.17818,43.14,99.6,200.268,30.1,0.9554,29.9,5.83
2026-08-13 06:02:50,AGV-001,25.196,2.081,19.54,0.9785,103,41.887,9.695,0.375,0.9407,0.0113,12.209,1.294,0.216,3517,0.5,46.77,108.9,201.551,29.2,0.9746,30.5,5.18
2026-08-13 06:02:55,AGV-001,25.821,2.871,25.32,0.9785,103,41.18,9.181,-0.844,0.9699,0.0038,11.856,1.167,0.1495,3601,0.22127,43.02,120.3,199.939,26.5,0.9598,30.0,5.34
2026-08-13 06:03:00,AGV-001,24.308,4.352,22.23,0.9785,103,40.41,8.69,-0.465,0.9301,0.0261,10.748,1.286,0.1292,3706,0.5,39.46,102.5,199.94,33.2,0.9641,29.4,4.91
2026-08-13 06:03:05,AGV-001,23.425,2.036,26.66,0.9785,103,39.579,8.223,0.758,0.9559,0.0263,11.892,1.119,0.1448,3810,0.0,45.37,100.9,200.372,27.7,0.9916,31.3,4.7
2026-08-13 06:03:10,AGV-001,23.444,4.082,17.36,0.9785,103,38.691,7.783,-0.13,0.9685,0.0248,13.89,1.218,0.1528,3901,0.0,43.59,101.4,200.823,29.7,0.9675,29.5,4.91
2026-08-13 06:03:15,AGV-001,25.239,3.889,21.58,0.9785,103,37.748,7.372,0.42,0.9632,0.0241,11.821,1.235,0.1455,4014,0.29022,43.68,110.5,200.487,26.3,0.9626,30.0,5.21
2026-08-13 06:03:20,AGV-001,25.351,1.441,19.22,0.9785,103,36.756,6.991,0.118,0.9883,0.0168,10.665,1.185,0.1491,4128,0.33311,50.93,95.2,198.922,34.7,0.9815,30.2,5.12
2026-08-13 06:03:25,AGV-001,25.108,4.334,21.48,0.9785,103,35.717,6.641,-0.052,0.9347,0.0279,11.262,1.24,0.1067,4221,0.1749,40.42,97.8,200.282,33.5,0.9605,30.1,5.12
2026-08-13 06:03:30,AGV-001,23.637,3.921,24.3,0.9785,103,34.635,6.325,0.682,0.9224,0.0195,12.301,1.173,0.1211,4320,0.5,46.15,87.7,201.286,29.9,0.9655,29.9,4.94
2026-08-13 06:03:35,AGV-001,24.729,3.026,23.17,0.9785,103,33.516,6.042,-0.118,0.9301,0.0151,11.44,1.135,0.1455,4407,0.0,42.02,90.5,200.311,26.5,0.9825,29.9,4.89
2026-08-13 06:03:40,AGV-001,24.589,1.73,22.98,0.9785,103,32.362,5.795,-0.89,0.9632,0.0169,12.728,1.361,0.145,4494,0.45036,47.72,95.9,199.423,34.6,0.9704,29.9,4.95
2026-08-13 06:03:45,AGV-001,24.713,1.584,23.23,0.9785,103,31.18,5.585,-0.402,0.96,0.0402,12.784,1.305,0.133,4584,0.34827,45.9,99.6,200.141,28.9,0.9544,29.4,5.22
