timestamp,agv_id,battery_voltage_v,battery_current_a,battery_temp_c,battery_soh,battery_charge_cycles,nav_position_x_m,nav_position_y_m,nav_heading_error_deg,nav_localization_conf,nav_path_deviation_m,drive_motor_current_a,drive_speed_ms,drive_vib_rms_g,drive_encoder_count,mech_bearing_vib_g,mech_bearing_temp_c,mech_brake_resp_ms,mech_wheel_diam_mm,safety_estop_resp_ms,safety_lidar_return_rate,safety_camera_fps,safety_bumper_sens_n
2026-08-13 06:00:00,AGV-005,23.868,5.133,26.5,0.9096,101,36.756,6.991,-0.034,0.9467,0.0291,10.814,1.253,0.1376,117,0.09877,48.04,103.3,200.312,29.9,0.9971,29.9,5.03
2026-08-13 06:00:05,AGV-005,25.844,1.43,22.61,0.9096,101,35.717,6.641,0.44,0.9102,0.016,11.308,1.233,0.1683,203,0.0,46.1,101.4,200.317,31.9,0.9698,29.8,4.92
2026-08-13 06:00:10,AGV-005,22.831,1.956,25.49,0.9096,101,34.635,6.325,-0.083,0.9683,0.0424,16.936,0.969,0.0661,314,0.47095,50.67,111.9,200.987,23.0,0.9706,29.4,5.07
2026-08-13 06:00:15,AGV-005,22.525,3.401,24.97,0.9096,101,33.516,6.042,-0.244,0.9625,0.0,12.762,1.252,0.1763,414,0.26385,45.72,104.6,199.882,27.8,0.9631,30.4,5.36
2026-08-13 06:00:20,AGV-005,21.676,0.0,22.67,0.9096,101,32.362,5.795,-0.558,0.9905,0.0238,13.043,1.318,0.1437,523,0.37665,49.04,102.7,199.973,27.0,0.962,29.5,5.19
2026-08-13 06:00:25,AGV-005,25.993,4.91,23.95,0.9096,101,31.18,5.585,0.043,0.9599,0.0199,12.98,1.188,0.1157,642,0.5,48.12,99.3,199.697,22.4,0.9647,30.0,4.9
2026-08-13 06:00:30,AGV-005,25.71,1.374,23.3,0.9096,101,29.974,5.411,0.542,0.9324,0.0195,12.118,1.177,0.139,732,0.5,49.63,103.5,200.247,28.5,0.9785,29.8,5.02
2026-08-13 06:00:35,AGV-005,24.089,2.217,27.31,0.9096,101,28.748,5.275,-0.637,0.9603,0.0229,13.574,1.389,0.1278,819,0.5,45.07,98.3,199.998,25.5,0.9757,30.4,5.5
2026-08-13 06:00:40,AGV-005,22.895,3.264,25.77,0.9096,101,27.507,5.178,-0.144,0.9757,0.0206,9.195,1.129,0.1132,904,0.5,46.19,101.5,200.494,28.8,0.9829,29.8,5.22
2026-08-13 06:00:45,AGV-005,25.462,2.95,22.76,0.9096,101,26.256,5.12,-0.168,0.9407,0.0222,12.415,1.183,0.0918,984,0.11162,43.89,97.3,199.783,28.5,0.9628,29.5,5.05
