timestamp,agv_id,battery_voltage_v,battery_current_a,battery_temp_c,battery_soh,battery_charge_cycles,nav_position_x_m,nav_position_y_m,nav_heading_error_deg,nav_localization_conf,nav_path_deviation_m,drive_motor_current_a,drive_speed_ms,drive_vib_rms_g,drive_encoder_count,mech_bearing_vib_g,mech_bearing_temp_c,mech_brake_resp_ms,mech_wheel_diam_mm,safety_estop_resp_ms,safety_lidar_return_rate,safety_camera_fps,safety_bumper_sens_n
2026-08-13 06:00:00,AGV-003,24.194,3.85,19.83,0.9014,231,44.021,18.059,-0.05,0.9738,0.0281,13.776,1.239,0.1176,119,0.0,50.29,102.5,199.554,26.4,0.9726,30.2,5.28
2026-08-13 06:00:05,AGV-003,23.62,1.11,21.85,0.9014,231,44.372,17.462,-0.049,0.9563,0.028,14.284,1.136,0.1221,214,0.5,42.9,101.4,200.185,29.2,0.9646,30.4,4.45
2026-08-13 06:00:10,AGV-003,22.994,4.246,21.67,0.9014,231,44.646,16.855,-0.105,0.9411,0.0354,11.88,1.182,0.2023,320,0.5,46.78,93.1,200.29,33.3,0.9844,29.7,5.4
2026-08-13 06:00:15,AGV-003,26.154,3.285,26.1,0.9014,231,44.842,16.241,-0.514,0.9489,0.0195,11.679,1.052,0.1479,406,0.33526,45.23,99.3,199.973,33.7,0.9553,30.1,4.81
2026-08-13 06:00:20,AGV-003,26.354,1.965,26.3,0.9014,231,44.961,15.622,0.387,0.9588,0.0253,12.211,1.026,0.1302,525,0.22566,44.82,105.7,200.336,36.8,0.9641,30.1,5.4
2026-08-13 06:00:25,AGV-003,23.183,3.085,20.89,0.9014,231,45.0,15.0,0.663,0.9248,0.0126,8.382,1.433,0.1186,644,0.27597,44.38,100.1,200.164,29.9,0.9592,29.0,4.78
2026-08-13 06:00:30,AGV-003,23.104,2.664,25.62,0.9014,231,44.961,14.378,-0.955,0.9346,0.0104,12.421,1.206,0.1458,726,0.5,42.02,95.8,199.565,31.5,0.9679,29.6,5.15
2026-08-13 06:00:35,AGV-003,24.024,4.043,25.35,0.9014,231,44.842,13.759,-0.777,0.9214,0.0376,13.081,1.22,0.1952,831,0.48768,46.57,97.7,200.268,27.9,0.9825,29.6,4.81
2026-08-13 06:00:40,AGV-003,24.861,2.332,20.55,0.9014,231,44.646,13.145,0.501,0.9547,0.0119,12.217,1.197,0.1706,934,0.5,44.14,109.5,199.728,22.5,0.9671,29.7,4.89
2026-08-13 06:00:45,AGV-003,24.226,3.214,23.43,0.9014,231,44.372,12.538,0.785,0.9517,0.0264,12.517,1.117,0.1555,1020,0.43624,41.07,105.3,200.87,29.9,0.971,29.5,5.19
2026-08-13 06:00:50,AGV-003,25.055,1.942,24.54,0.9014,231,44.021,11.941,-1.065,0.9369,0.0253,11.935,1.169,0.1977,1130,0.04773,41.89,104.3,200.215,26.5,0.9766,30.0,4.6
2026-08-13 06:00:55,AGV-003,24.387,1.466,24.07,0.9014,231,43.596,11.356,0.408,0.9664,0.0317,9.004,1.209,0.1919,1240,0.077,41.12,103.5,199.65,31.9,0.9666,30.7,5.71
2026-08-13 06:01:00,AGV-003,24.308,3.13,19.16,0.9014,231,43.097,10.785,0.819,0.9291,0.0034,14.494,1.18,0.16,1353,0.34562,43.43,90.5,200.171,24.4,0.9738,30.1,4.69
2026-08-13 06:01:05,AGV-003,27.383,1.528,23.99,0.9014,231,42.526,10.231,-0.431,0.9362,0.0289,11.448,1.125,0.2333,1457,0.0,46.46,102.2,199.538,27.8,0.9725,29.4,4.68
2026-08-13 06:01:10,AGV-003,23.808,4.074,25.31,0.9014,231,41.887,9.695,0.79,0.9656,0.0194,11.073,1.248,0.1426,1565,0.12219,42.87,108.5,200.129,30.8,0.9587,29.5,5.19
2026-08-13 06:01:15,AGV-003,26.442,3.761,27.79,0.9014,231,41.18,9.181,-0.089,0.9686,0.014,14.037,1.219,0.1829,1673,0.13143,47.93,97.9,199.887,31.1,0.9654,29.8,5.39
2026-08-13 06:01:20,AGV-003,26.207,1.725,21.89,0.9014,231,40.41,8.69,0.157,0.9341,0.0175,13.468,1.239,0.1382,1783,0.41981,44.64,107.8,199.587,29.9,0.9735,29.3,4.9
2026-08-13 06:01:25,AGV-003,25.06,3.194,22.21,0.9014,231,39.579,8.223,-0.36,0.9546,0.0304,12.41,1.271,0.1771,1886,0.5,44.13,104.4,199.58,35.6,0.9828,30.2,4.68
2026-08-13 06:01:30,AGV-003,22.103,1.719,23.1,0.9014,231,38.691,7.783,0.501,0.9344,0.0273,13.154,1.183,0.1425,1995,0.34279,45.05,106.6,201.217,34.7,0.9828,30.7,4.72
2026-08-13 06:01:35,AGV-003,24.485,0.467,24.41,0.9014,231,37.748,7.372,0.417,0.9461,0.0187,10.268,1.183,0.1638,2077,0.0,49.19,100.4,200.046,27.9,0.991,29.7,4.69
2026-08-13 06:01:40,AGV-003,23.821,1.977,23.9,0.9014,231,36.756,6.991,0.862,0.9529,0.0086,11.879,1.348,0.2217,2181,0.0,40.89,107.1,199.784,34.8,0.9749,30.0,5.09
2026-08-13 06:01:45,AGV-003,24.471,2.798,25.23,0.9014,231,35.717,6.641,0.72,0.9612,0.0093,13.942,1.106,0.1786,2269,0.42918,49.97,88.3,199.698,35.3,0.9659,29.8,4.98
2026-08-13 06:01:50,AGV-003,23.154,3.655,20.69,0.9014,231,34.635,6.325,-0.005,0.9564,0.0275,10.984,1.013,0.1643,2365,0.35869,47.88,100.3,200.236,29.6,0.9694,29.7,5.13
2026-08-13 06:01:55,AGV-003,25.367,3.097,24.69,0.9014,231,33.516,6.042,1.554,0.9555,0.0072,10.503,1.256,0.1268,2475,0.5,44.94,105.7,199.681,30.1,0.9689,30.1,5.11
2026-08-13 06:02:00,AGV-003,25.645,4.235,21.7,0.9014,231,32.362,5.795,0.675,0.9284,0.0188,12.118,1.137,0.1556,2559,0.5,48.55,102.4,199.453,29.8,0.9659,29.7,5.25
2026-08-13 06:02:05,AGV-003,25.871,1.401,23.27,0.9014,231,31.18,5.585,0.27,0.9578,0.0468,12.153,1.092,0.1198,2669,0.5,44.03,108.8,199.984,28.1,0.9738,29.6,4.88
2026-08-13 06:02:10,AGV-003,23.982,2.308,28.13,0.9014,231,29.974,5.411,-0.499,0.961,0.0246,12.971,1.289,0.1766,2759,0.22956,45.86,98.7,199.98,28.4,0.9743,29.2,4.78
2026-08-13 06:02:15,AGV-003,23.158,5.34,19.98,0.9014,231,28.748,5.275,-0.765,0.9638,0.0274,9.933,1.186,0.1759,2869,0.5,43.38,95.6,199.791,34.0,0.9583,30.0,5.05
2026-08-13 06:02:20,AGV-003,24.875,0.0,22.91,0.9014,231,27.507,5.178,-0.723,0.9356,0.0094,8.176,1.074,0.1446,2979,0.0,47.9,86.9,199.554,31.3,0.9809,30.5,4.98
2026-08-13 06:02:25,AGV-003,26.584,2.195,20.3,0.9014,231,26.256,5.12,-0.467,0.9683,0.0077,13.382,1.393,0.1999,3059,0.5,42.88,97.8,199.805,28.3,0.9516,30.4,5.08
2026-08-13 06:02:30,AGV-003,24.531,1.266,24.05,0.9014,231,25.0,5.1,0.689,0.9237,0.028,10.376,1.039,0.1957,3148,0.20237,44.85,104.1,199.765,27.2,0.9678,30.7,4.79
2026-08-13 06:02:35,AGV-003,24.997,2.58,26.4,0.9014,231,23.744,5.12,0.244,0.9414,0.0172,11.085,1.191,0.1545,3260,0.0,47.04,106.1,199.696,27.7,0.9815,29.7,5.19
2026-08-13 06:02:40,AGV-003,24.161,2.221,24.09,0.9014,231,22.493,5.178,-0.307,0.9445,0.0317,8.725,1.011,0.167,3353,0.5,48.14,88.8,200.138,29.5,0.9761,30.4,4.65
2026-08-13 06:02:45,AGV-003,23.834,3.776,23.34,0.9014,231,21.252,5.275,-0.068,0.9248,0.0214,13.534,1.227,0.1323,3450,0.5,42.54,109.4,201.113,32.7,0.9664,29.4,4.87
2026-08-13 06:02:50,AGV-003,25.248,3.256,27.13,0.9014,231,20.026,5.411,-0.129,0.9442,0.0556,12.526,1.136,0.1418,3530,0.15066,47.26,92.2,200.666,27.4,0.9897,30.4,5.34
2026-08-13 06:02:55,AGV-003,24.318,0.915,24.51,0.9014,231,18.82,5.585,0.4,0.9544,0.0153,12.465,1.282,0.1177,3637,0.5,42.05,99.0,200.971,32.7,0.9656,30.8,4.66
2026-08-13 06:03:00,AGV-003,24.938,1.991,25.8,0.9014,231,17.638,5.795,-0.439,0.9135,0.0239,12.455,1.198,0.1356,3720,0.0,38.55,95.4,199.716,30.6,0.95,30.2,5.32
2026-08-13 06:03:05,AGV-003,25.064,2.873,25.52,0.9014,231,16.484,6.042,0.175,0.9421,0.0121,8.91,1.335,0.1469,3810,0.0,42.76,103.3,200.837,30.4,0.9745,30.8,4.58
2026-08-13 06:03:10,AGV-003,24.87,3.982,16.1,0.9014,231,15.365,6.325,0.15,0.915,0.0313,10.522,1.157,0.1002,3909,0.25887,47.5,100.8,200.114,33.1,0.9522,29.7,4.52
2026-08-13 06:03:15,AGV-003,25.126,6.523,23.44,0.9014,231,14.283,6.641,-0.424,0.9908,0.0254,11.322,1.04,0.1673,4019,0.16559,44.96,105.4,200.493,32.5,0.9617,29.9,4.55
2026-08-13 06:03:20,AGV-003,23.409,3.927,20.82,0.9014,231,13.244,6.991,0.794,0.9542,0.0114,10.877,1.224,0.1807,4118,0.04218,43.4,114.8,200.229,25.8,0.9762,29.5,5.04
2026-08-13 06:03:25,AGV-003,23.335,1.354,21.47,0.9014,231,12.252,7.372,-0.148,0.9525,0.0178,11.593,1.175,0.1498,4237,0.37563,45.17,103.2,199.828,26.7,0.9654,30.0,5.22
2026-08-13 06:03:30,AGV-003,24.395,2.732,27.51,0.9014,231,11.309,7.783,-0.496,0.9546,0.0347,12.369,1.018,0.0691,4337,0.09987,45.07,95.4,200.36,29.3,0.9758,30.1,5.39
2026-08-13 06:03:35,AGV-003,24.424,3.145,22.66,0.9014,231,10.421,8.223,0.426,0.9621,0.0335,13.51,1.094,0.1424,4427,0.17049,46.87,103.7,200.242,31.1,0.9584,30.0,5.36
2026-08-13 06:03:40,AGV-003,23.811,2.094,28.61,0.9014,231,9.59,8.69,0.027,0.9696,0.0069,9.78,1.126,0.1082,4514,0.4359,40.16,115.6,199.116,34.1,0.9786,29.8,5.26
2026-08-13 06:03:45,AGV-003,24.74,3.579,19.95,0.9014,231,8.82,9.181,0.204,0.9187,0.0163,11.987,1.356,0.1317,4625,0.04201,44.69,105.3,199.938,30.2,0.9531,29.8,4.75
2026-08-13 06:03:50,AGV-003,25.552,0.0,20.8,0.9014,231,8.113,9.695,-0.592,0.9762,0.0392,13.067,1.271,0.1936,4723,0.27582,45.37,107.6,200.436,35.1,0.9832,30.2,4.75
2026-08-13 06:03:55,AGV-003,25.892,3.703,25.65,0.9014,231,7.474,10.231,0.406,0.9749,0.0193,10.614,1.165,0.077,4827,0.05117,40.9,87.3,200.139,27.9,0.9652,29.9,5.24
2026-08-13 06:04:00,AGV-003,26.165,2.159,22.75,0.9014,231,6.903,10.785,1.086,0.9487,0.0228,11.711,1.247,0.1255,4921,0.0,40.86,103.1,200.235,28.4,0.9853,29.4,5.43
2026-08-13 06:04:05,AGV-003,22.847,2.709,24.45,0.9014,231,6.404,11.356,-0.631,0.9476,0.0313,12.7,0.996,0.1749,5011,0.5,43.91,97.9,199.624,29.1,0.9616,29.1,4.69
2026-08-13 06:04:10,AGV-003,23.032,5.072,23.35,0.9014,231,5.979,11.941,0.177,0.8879,0.0077,12.017,1.144,0.1289,5114,0.5,45.03,94.6,200.128,27.5,0.9892,29.7,5.39
2026-08-13 06:04:15,AGV-003,24.095,0.981,23.27,0.9014,231,5.628,12.538,-0.393,0.9251,0.0116,13.011,1.24,0.1266,5205,0.5,45.04,99.8,199.952,33.5,0.9604,29.3,4.42
