timestamp,agv_id,battery_voltage_v,battery_current_a,battery_temp_c,battery_soh,battery_charge_cycles,nav_position_x_m,nav_position_y_m,nav_heading_error_deg,nav_localization_conf,nav_path_deviation_m,drive_motor_current_a,drive_speed_ms,drive_vib_rms_g,drive_encoder_count,mech_bearing_vib_g,mech_bearing_temp_c,mech_brake_resp_ms,mech_wheel_diam_mm,safety_estop_resp_ms,safety_lidar_return_rate,safety_camera_fps,safety_bumper_sens_n
2026-08-13 06:00:00,AGV-007,24.475,4.844,27.05,0.9862,115,13.244,6.991,0.488,0.9377,0.0161,9.674,1.326,0.1601,80,0.03012,42.32,98.0,200.186,28.0,0.9752,29.5,4.38
2026-08-13 06:00:05,AGV-007,21.9,3.418,19.65,0.9862,115,12.252,7.372,-0.295,0.9374,0.029,13.639,1.09,0.1574,164,0.08682,38.27,99.5,199.769,32.2,0.9701,29.9,5.23
2026-08-13 06:00:10,AGV-007,24.428,2.538,22.91,0.9862,115,11.309,7.783,0.057,0.9358,0.0068,10.558,1.181,0.1104,276,0.0,46.38,95.7,199.874,24.5,0.9601,28.8,5.11
2026-08-13 06:00:15,AGV-007,22.941,2.625,23.08,0.9862,115,10.421,8.223,-0.097,0.9265,0.0,11.5,1.389,0.164,357,0.5,43.67,94.3,200.025,30.8,0.9738,31.3,4.97
2026-08-13 06:00:20,AGV-007,23.815,3.484,22.55,0.9862,115,9.59,8.69,-0.671,0.9575,0.0152,9.897,1.31,0.1736,454,0.5,51.74,104.5,199.403,33.9,0.9638,31.0,4.91
2026-08-13 06:00:25,AGV-007,24.818,2.803,27.26,0.9862,115,8.82,9.181,0.11,0.9311,0.0188,9.942,1.039,0.155,556,0.5,45.8,89.5,199.938,33.7,0.9676,31.1,5.43
2026-08-13 06:00:30,AGV-007,24.297,2.737,26.85,0.9862,115,8.113,9.695,-0.763,0.961,0.0223,9.082,1.317,0.1561,656,0.42563,48.71,105.5,200.513,33.1,0.9704,30.8,5.22
2026-08-13 06:00:35,AGV-007,24.881,1.471,22.85,0.9862,115,7.474,10.231,-0.224,0.9644,0.0181,11.393,0.858,0.119,763,0.5,43.53,97.9,199.963,28.0,0.9497,29.7,4.69
2026-08-13 06:00:40,AGV-007,24.638,3.879,20.98,0.9862,115,6.903,10.785,0.334,1.0,0.0236,12.092,1.261,0.1851,844,0.0,46.78,99.2,201.749,34.4,0.9657,30.0,5.01
2026-08-13 06:00:45,AGV-007,27.312,3.32,26.99,0.9862,115,6.404,11.356,0.084,0.9409,0.0374,11.443,1.114,0.1092,933,0.43453,46.11,98.6,200.046,31.1,0.9792,30.1,5.37
2026-08-13 06:00:50,AGV-007,24.762,1.739,25.68,0.9862,115,5.979,11.941,0.076,0.9468,0.0274,9.314,1.246,0.1495,1013,0.5,49.14,104.0,199.402,34.3,0.9681,30.2,5.16
2026-08-13 06:00:55,AGV-007,24.584,5.107,23.6,0.9862,115,5.628,12.538,-0.432,0.9351,0.0123,9.065,1.225,0.1637,1103,0.41615,45.57,111.8,199.739,33.2,0.951,29.5,5.08
